/a/abbey 0
/a/airport_terminal 1
/a/alley 2
/a/amphitheater 3
/a/amusement_park 4
/a/aquarium 5
/a/aqueduct 6
/a/arch 7
/a/art_gallery 8
/a/art_studio 9
/a/assembly_line 10
/a/attic 11
/a/auditorium 12
/a/apartment_building/outdoor 13
/b/badlands 14
/b/ballroom 15
/b/bamboo_forest 16
/b/banquet_hall 17
/b/bar 18
/b/baseball_field 19
/b/basement 20
/b/basilica 21
/b/bayou 22
/b/beauty_salon 23
/b/bedroom 24
/b/boardwalk 25
/b/boat_deck 26
/b/bookstore 27
/b/botanical_garden 28
/b/bowling_alley 29
/b/boxing_ring 30
/b/bridge 31
/b/building_facade 32
/b/bus_interior 33
/b/butchers_shop 34
/b/butte 35
/b/bakery/shop 36
/c/cafeteria 37
/c/campsite 38
/c/candy_store 39
/c/canyon 40
/c/castle 41
/c/cemetery 42
/c/chalet 43
/c/classroom 44
/c/closet 45
/c/clothing_store 46
/c/coast 47
/c/cockpit 48
/c/coffee_shop 49
/c/conference_center 50
/c/conference_room 51
/c/construction_site 52
/c/corn_field 53
/c/corridor 54
/c/cottage_garden 55
/c/courthouse 56
/c/courtyard 57
/c/creek 58
/c/crevasse 59
/c/crosswalk 60
/c/cathedral/outdoor 61
/c/church/outdoor 62
/d/dam 63
/d/dining_room 64
/d/dock 65
/d/dorm_room 66
/d/driveway 67
/d/desert/sand 68
/d/desert/vegetation 69
/d/dinette/home 70
/d/doorway/outdoor 71
/e/engine_room 72
/e/excavation 73
/f/fairway 74
/f/fire_escape 75
/f/fire_station 76
/f/food_court 77
/f/forest_path 78
/f/forest_road 79
/f/formal_garden 80
/f/fountain 81
/f/field/cultivated 82
/f/field/wild 83
/g/galley 84
/g/game_room 85
/g/garbage_dump 86
/g/gas_station 87
/g/gift_shop 88
/g/golf_course 89
/h/harbor 90
/h/herb_garden 91
/h/highway 92
/h/home_office 93
/h/hospital 94
/h/hospital_room 95
/h/hot_spring 96
/h/hotel_room 97
/h/hotel/outdoor 98
/i/ice_cream_parlor 99
/i/iceberg 100
/i/igloo 101
/i/islet 102
/i/ice_skating_rink/outdoor 103
/i/inn/outdoor 104
/j/jail_cell 105
/k/kasbah 106
/k/kindergarden_classroom 107
/k/kitchen 108
/k/kitchenette 109
/l/laundromat 110
/l/lighthouse 111
/l/living_room 112
/l/lobby 113
/l/locker_room 114
/m/mansion 115
/m/marsh 116
/m/martial_arts_gym 117
/m/mausoleum 118
/m/medina 119
/m/motel 120
/m/mountain 121
/m/mountain_snowy 122
/m/music_studio 123
/m/market/outdoor 124
/m/monastery/outdoor 125
/m/museum/indoor 126
/n/nursery 127
/o/ocean 128
/o/office 129
/o/office_building 130
/o/orchard 131
/p/pagoda 132
/p/palace 133
/p/pantry 134
/p/parking_lot 135
/p/parlor 136
/p/pasture 137
/p/patio 138
/p/pavilion 139
/p/phone_booth 140
/p/picnic_area 141
/p/playground 142
/p/plaza 143
/p/pond 144
/p/pulpit 145
/r/racecourse 146
/r/raft 147
/r/railroad_track 148
/r/rainforest 149
/r/reception 150
/r/residential_neighborhood 151
/r/restaurant 152
/r/restaurant_kitchen 153
/r/restaurant_patio 154
/r/rice_paddy 155
/r/river 156
/r/rock_arch 157
/r/rope_bridge 158
/r/ruin 159
/r/runway 160
/s/sandbar 161
/s/schoolhouse 162
/s/sea_cliff 163
/s/shed 164
/s/shoe_shop 165
/s/shopfront 166
/s/shower 167
/s/ski_resort 168
/s/ski_slope 169
/s/sky 170
/s/skyscraper 171
/s/slum 172
/s/snowfield 173
/s/staircase 174
/s/supermarket 175
/s/swamp 176
/s/stadium/baseball 177
/s/stadium/football 178
/s/stage/indoor 179
/s/subway_station/platform 180
/s/swimming_pool/outdoor 181
/t/television_studio 182
/t/topiary_garden 183
/t/tower 184
/t/train_railway 185
/t/tree_farm 186
/t/trench 187
/t/temple/east_asia 188
/t/temple/south_asia 189
/t/track/outdoor 190
/t/train_station/platform 191
/u/underwater/coral_reef 192
/v/valley 193
/v/vegetable_garden 194
/v/veranda 195
/v/viaduct 196
/v/volcano 197
/w/waiting_room 198
/w/water_tower 199
/w/watering_hole 200
/w/wheat_field 201
/w/wind_farm 202
/w/windmill 203
/y/yard 204
