52.24724_21.07313,3.40584865812
52.18402_20.97350,4.26466433588
52.23579_20.94737,4.48423365627
52.20373_20.94831,4.34602675243
52.32926_20.90129,4.65951343255
52.29745_21.05577,2.59937179967
52.17140_21.04226,5.11248073849
52.23299_20.96892,3.34531331273
52.24189_21.13504,4.541676276
52.23859_21.12296,5.74620079475
52.17622_21.00558,5.07899584558
52.29751_21.05460,6.29939301997
52.23741_21.04657,4.97613103892
52.34253_20.99082,5.20935474862
52.23810_20.96467,3.89205231259
52.16322_21.16316,4.35497042103
52.14927_21.05271,5.89882013531
52.36300_20.95632,3.99574003274
52.23798_20.95204,4.73780820288
52.30514_20.93919,5.73138973881
52.12960_21.09795,4.43521558652
52.23762_20.95096,5.38788133745
52.24799_20.96521,6.05186364535
52.25571_21.15640,4.74561923841
52.24011_20.91981,5.08918206686
52.17528_21.05160,5.8075837211
52.24666_21.07559,4.38054525651
52.22393_21.04200,4.08718865417
52.28923_21.02815,3.81548560714
52.32533_20.97159,3.06289640894
52.23893_21.03052,6.53745440918
52.29867_21.04339,6.78066395856
52.17243_21.04075,4.73354021289
52.26356_21.02604,5.62610713873
52.27699_20.98112,6.96500650538
52.20337_21.00093,7.60091601384
52.23681_20.94615,5.84002096148
52.22741_20.89950,5.03871665275
52.32623_21.00132,4.70599586632
52.22569_21.09855,4.96310472592
52.25349_20.93039,6.30420300157
52.28242_21.05888,4.43420258665
52.20943_20.90764,5.30146108942
52.22932_21.15658,5.11329380276
52.21662_21.14294,4.02526471431
52.32659_20.98505,3.99636470649
52.31697_21.05828,6.45354032288
52.21571_20.93156,3.9316716008
52.22790_21.09172,6.15366755534
52.21546_21.02609,7.32137651445
52.22444_20.91681,5.38788032452
52.23004_20.95411,3.88190137214
52.14077_21.04017,4.53565833924
52.27697_20.97334,1.90201071873
52.24779_20.93256,5.38788245223
52.28556_20.93822,5.53616989695
52.19319_21.04786,1.86383336358
52.15270_21.11183,5.90136982258
52.24757_21.04488,5.50614013707
