-19.85271_-43.90473,4.26364381502
-19.94112_-43.99222,4.542314826
-19.91786_-43.99728,5.4440801894
-19.88584_-43.98264,3.10030951233
-19.88086_-43.98230,4.9416369055
-19.94605_-44.00863,5.59960039895
-19.83417_-43.97098,3.62096028223
-19.88828_-44.04345,5.74703328931
-19.91640_-43.98243,2.7784008703
-19.85411_-43.95367,4.42901321607
-19.87082_-43.90989,3.43739009916
-19.95313_-44.00913,4.17434494106
-19.95057_-43.94322,4.15865385985
-19.94835_-43.98438,3.81827371074
-19.91894_-43.91896,5.12284672322
-19.93745_-43.93208,6.44922577239
-19.87076_-44.01484,4.86352601584
-19.94864_-44.00236,4.71000272413
-19.96877_-44.01425,3.21266526549
-19.86191_-43.95532,5.48468950961
-19.87647_-43.93253,4.54167228855
-19.88660_-44.04249,3.9086801387
-19.88763_-44.04342,3.00502256063
-19.84502_-43.89978,4.15967377414
-19.96842_-44.00156,5.24413912512
-19.86787_-43.99786,5.44033681864
-19.98535_-43.97448,5.07573141091
-19.94299_-44.01884,4.47460836686
-19.97054_-43.95939,2.93520253566
-19.95942_-44.00516,2.45088499265
-19.87515_-44.02655,5.0083765074
-19.92616_-43.93188,5.59152349523
-19.82166_-43.96676,2.50361132908
-19.98009_-43.94892,5.43136005037
-19.89856_-43.88708,3.45727111047
-19.83839_-43.95112,3.00100238669
-19.82027_-43.91892,4.38243100499
-19.81559_-43.95829,4.345600514
-19.88818_-44.04393,3.24567488474
-19.88090_-44.03455,3.60160688975
-19.94078_-44.00221,4.39331944586
-19.91442_-44.02527,4.89529883495
-19.97648_-43.94464,2.91136093827
-19.87056_-43.92881,6.93258994048
-19.97085_-43.97389,4.4401468251
-19.87020_-44.01000,3.70864169107
-19.81740_-43.95127,5.29647515106
-19.89602_-44.01669,3.44706792707
-19.86051_-43.99018,4.81416490407
-19.89916_-44.04411,3.10438390163
-19.88920_-43.94568,3.24507608724
-19.92674_-43.94414,3.91319406423
-19.95241_-43.99837,4.56710164107
-19.83256_-43.95888,3.30976969326
-19.87225_-44.00398,2.16694196001
-19.82775_-43.97296,3.91686744229
-19.91339_-44.03535,4.9455516336
-19.88029_-43.89549,4.66084861977
-19.91071_-43.96280,4.70705419204
-19.95457_-43.99236,4.78300455736
-19.86710_-43.99951,5.38788194985
-19.89250_-44.01756,2.61652726302
-19.92469_-44.01197,5.52823360473
-19.97250_-43.97162,3.24979811483
-19.92129_-43.93325,4.28226361785
-19.95024_-43.99792,5.34950339292
-19.96255_-44.01954,3.12278800479
-19.94852_-44.03214,4.65967740432
-19.83595_-43.93333,4.21472041684
-19.92505_-44.02714,2.46631635499
-19.93789_-43.92123,5.07231864039
-19.85321_-43.96285,6.44441377573
-19.82393_-43.93406,5.11001375037
-19.89855_-43.90394,4.36718162839
-19.97055_-43.94455,3.94785221812
-19.90745_-43.99156,5.03236549681
-19.86759_-43.97201,4.44832771217
-19.83424_-43.89831,5.53276737907
-19.85810_-43.99541,4.214725382
-19.89471_-44.04908,3.9732045996
-19.89335_-43.92750,3.02947547679
-19.93396_-43.95788,5.62464581285
-19.96660_-44.03143,3.99184154599
-19.89022_-43.96952,5.41359313708
-19.89088_-43.99458,3.38863805697
-19.98569_-43.98752,4.44508234157
-19.82900_-43.95702,3.42052531999
-19.97228_-44.02214,3.61866645052
-19.82339_-43.93352,5.11001600799
-19.94728_-43.99047,1.95542844548
-19.93846_-43.99457,2.2792146019
-19.91548_-43.93860,5.35536160606
-19.85844_-43.92821,2.85509451461
-19.88752_-44.04269,5.7470331713
-19.92762_-43.91212,3.67480266539
-19.96868_-43.97738,3.93812237726
-19.89936_-43.92726,2.06418966151
-19.91597_-43.95781,3.80092023761
-19.95747_-44.00331,3.59058918376
-19.87951_-43.97709,4.75580413431
-19.97126_-44.02616,6.13961563042
-19.95953_-44.04517,3.69546432179
-19.95621_-43.92398,2.223943726
-19.92148_-43.94380,6.28810524655
-19.93910_-44.01853,4.55410072464
-19.87957_-43.94405,4.60705622851
-19.87234_-43.96544,4.60155266912
-19.96465_-44.03005,6.30663874268
-19.88970_-44.01858,2.15027903084
-19.87680_-43.90036,3.5655031117
-19.84020_-43.93206,3.81254310818
-19.92248_-43.97150,2.3662115261
-19.96949_-44.02958,2.60733419465
-19.88768_-43.98487,4.28259359077
-19.92191_-44.02057,4.5752294109
-19.93522_-44.01613,5.71747092172
-19.90930_-43.93857,4.36559789283
-19.93103_-43.91619,2.90951495289
-19.93289_-44.03781,5.60924110123
-19.95848_-44.02744,4.86240947735
-19.93585_-44.03840,3.84504814085
-19.94345_-44.03826,4.59426857374
-19.89151_-43.92043,4.58947746478
-19.91016_-43.97543,3.12575864182
-19.97407_-43.99498,5.43410949582
-19.97527_-43.94647,4.53511241379
-19.86222_-43.93927,4.28658799426
-19.82578_-43.97397,5.32843201047
-19.97696_-43.96314,3.93388278084
-19.86615_-44.01318,4.54167258675
-19.97184_-43.96453,4.38959811563
-19.96493_-43.94557,3.78354174332
-19.87507_-44.02218,4.37051167773
-19.92220_-43.90797,4.20664925658
-19.91222_-44.04135,4.54167438552
-19.90903_-43.98476,4.73269603641
-19.89728_-44.01064,3.99636334976
-19.89690_-43.94557,4.01942344907
-19.90383_-43.92315,4.42434643577
-19.96533_-44.01987,2.83083120201
-19.91669_-44.00174,4.55090599008
-19.82519_-43.96631,3.63263188529
-19.92914_-43.91363,3.67480267323
-19.84183_-43.91200,5.40518710569
-19.93361_-43.93198,6.83040419148
-19.87083_-44.01303,4.80961779549
-19.96524_-43.99111,5.19516191629
